Completed,CMPNYCD,STOCK_HANDLING_CUSTOMER_NUMBER,STOCK_POINT,SLIP_NUMBER,TRANSACTION_CODE,SUB_TRANSACTION_CODE,TRANSACTION_DATE,TRANSACTION_TIME,PURCHASE_ORDER_NUMBER,SHIPMENT_NUMBER,SUPPLIER_COMPANY_CODE,SUPPLIER_NUMBER,TOTDETLINE,INTRANSIT_STOCK_POINT,RECEIVE_NUMBER,RX_ARRANGEMENT_NUMBER,ORGINAL_STOCK_POINT
Yes,AA30,060000,01,80646383,21,01,20221230,0,"13794787  ","13794787        ",AA30,050002,2,"  ",13794787,242892,00
Yes,AA30,060000,01,80646384,21,01,20221230,0,"30086368  ","30086368        ",AA30,050002,2,"  ",30086368,240638,00
Yes,AA30,060000,01,80646385,21,01,20221230,0,"13794864  ","13794864        ",AA30,050002,2,"  ",13794864,243465,00
Yes,AA30,060000,01,80646386,21,01,20221230,0,"13794708  ","13794708        ",AA30,050002,2,"  ",13794708,242510,00
Yes,AA30,060000,01,80646387,21,01,20221230,0,"13794619  ","13794619        ",AA30,050002,2,"  ",13794619,241776,00
Yes,AA30,060000,01,80646388,21,01,20221230,0,"13793777  ","13793777        ",AA30,050002,2,"  ",13793777,235809,00
Yes,AA30,060000,01,80646389,21,01,20221230,0,"30086373  ","30086373        ",AA30,050002,1,"  ",30086373,241561,00
Yes,AA30,060000,01,80646390,21,01,20221230,0,"30086397  ","30086397        ",AA30,050002,2,"  ",30086397,244719,00
Yes,AA30,060000,01,80646391,21,01,20221230,0,"13794887  ","13794887        ",AA30,050002,2,"  ",13794887,243625,00
Yes,AA30,060000,01,80646392,21,01,20221230,0,"13794886  ","13794886        ",AA30,050002,2,"  ",13794886,243614,00
Yes,AA30,060000,01,80646393,21,01,20221230,0,"13794920  ","13794920        ",AA30,050002,2,"  ",13794920,243895,00
Yes,AA30,060000,01,80646394,21,01,20221230,0,"13794695  ","13794695        ",AA30,050002,2,"  ",13794695,242418,00
