CMPNYCD,STOCK_HANDLING_CUSTOMER_NUMBER,STOCK_POINT,SLIP_NUMBER,LINE_NUMBER,ITEM_TYPE,F_LENS_RL_TYPE,F_LENS_LENS_CODE,F_LENS_COLOR_COAT_CODE,F_LENS_NAME,F_LENS_COLOR,F_LENS_COAT,F_LENS_CYLINDER_TYPE,F_LENS_SPHERE,F_LENS_CYLINDER,F_LENS_AXIS,F_LENS_ADDITION,F_LENS_DIAMETER,F_LENS_UNIVERSAL_PRODUCT_NAME,S_LENS_RL_TYPE,S_LENS_CODE,S_LENS_COLOR_COAT_CODE,S_LENS_NAME,S_LENS_COLOR,S_LENS_MAKER,S_LENS_NOMINAL_BASE_CURVE,S_LENS_DIAMETER,S_LENS_THICKNESS_TYPE,S_LENS_ADDITION,S_LENS_UNIVERSAL_PRODUCT_NAME,FRAME_CODE,FRAME_MAKER,FRAME_NAME,FRAME_EYE_SIZE,FRAME_DBL,FRAME_COLOR,FRAME_PARTS_TYPE,INSTRUMENT_CODE,INSTRUMENT_NAME,INSTRUMENT_PARTS_NUMBER,STOCK_IO_QUANTITY,RECEIVE_NUMBER,TRANSACTION_CODE,SUB_TRANSACTION_CODE,TRANSACTION_DATE,TRANSACTION_TIME
AA30,060000,01,77502060,0001,RX,R,351587500070,00001672,"BSCD15      ","        ",HARD-SFT,M,+ 2.00,+ 0.75," 90",2.50,"  ","                    "," ","            ","        ","            ","        ","    ","     ","  ","  ","    ","                    ","            ","    ","          ","  ","  ","    ","  ","            ","            ","    ",1,13793222,31,04,20221230,0
AA30,060000,01,77502060,0002,RX,L,351587500070,00001672,"BSCD15      ","        ",HARD-SFT,M,+ 2.75,+ 0.75," 90",2.50,"  ","                    "," ","            ","        ","            ","        ","    ","     ","  ","  ","    ","                    ","            ","    ","          ","  ","  ","    ","  ","            ","            ","    ",1,13793222,31,04,20221230,0
AA30,060000,01,77502061,0001,RX,R,351587500070,00001672,"BSCD15      ","        ",HARD-SFT,M,+ 2.00,+ 0.75," 90",2.50,"  ","                    "," ","            ","        ","            ","        ","    ","     ","  ","  ","    ","                    ","            ","    ","          ","  ","  ","    ","  ","            ","            ","    ",1,13793222,32,01,20221230,0
AA30,060000,01,77502061,0002,RX,L,351587500070,00001672,"BSCD15      ","        ",HARD-SFT,M,+ 2.75,+ 0.75," 90",2.50,"  ","                    "," ","            ","        ","            ","        ","    ","     ","  ","  ","    ","                    ","            ","    ","          ","  ","  ","    ","  ","            ","            ","    ",1,13793222,32,01,20221230,0
AA30,060000,01,77502063,0001,RX,R,358587300070,00001638,"BSRM167B    ","        ","HARD-BA ",M,-10.25,- 0.75,155,1.25,"  ","                    "," ","            ","        ","            ","        ","    ","     ","  ","  ","    ","                    ","            ","    ","          ","  ","  ","    ","  ","            ","            ","    ",1,13792814,31,04,20221230,0
AA30,060000,01,77502063,0002,RX,L,358587300070,00001638,"BSRM167B    ","        ","HARD-BA ",M,- 9.50,- 1.25,165,1.25,"  ","                    "," ","            ","        ","            ","        ","    ","     ","  ","  ","    ","                    ","            ","    ","          ","  ","  ","    ","  ","            ","            ","    ",1,13792814,31,04,20221230,0
AA30,060000,01,77502064,0001,RX,R,358587300070,00001638,"BSRM167B    ","        ","HARD-BA ",M,-10.25,- 0.75,155,1.25,"  ","                    "," ","            ","        ","            ","        ","    ","     ","  ","  ","    ","                    ","            ","    ","          ","  ","  ","    ","  ","            ","            ","    ",1,13792814,32,01,20221230,0
AA30,060000,01,77502064,0002,RX,L,358587300070,00001638,"BSRM167B    ","        ","HARD-BA ",M,- 9.50,- 1.25,165,1.25,"  ","                    "," ","            ","        ","            ","        ","    ","     ","  ","  ","    ","                    ","            ","    ","          ","  ","  ","    ","  ","            ","            ","    ",1,13792814,32,01,20221230,0
AA30,060000,01,77502080,0001,RX,R,358586500070,00001693,"BSFA1167    ","        ","HARD-UG ",M,- 4.25,- 0.50," 60",1.25,"  ","                    "," ","            ","        ","            ","        ","    ","     ","  ","  ","    ","                    ","            ","    ","          ","  ","  ","    ","  ","            ","            ","    ",1,13794027,31,04,20221230,0
AA30,060000,01,77502080,0002,RX,L,358586500070,00001693,"BSFA1167    ","        ","HARD-UG ",M,- 4.00,- 0.50," 81",1.25,"  ","                    "," ","            ","        ","            ","        ","    ","     ","  ","  ","    ","                    ","            ","    ","          ","  ","  ","    ","  ","            ","            ","    ",1,13794027,31,04,20221230,0
AA30,060000,01,77502081,0001,RX,R,358586500070,00001693,"BSFA1167    ","        ","HARD-UG ",M,- 4.25,- 0.50," 60",1.25,"  ","                    "," ","            ","        ","            ","        ","    ","     ","  ","  ","    ","                    ","            ","    ","          ","  ","  ","    ","  ","            ","            ","    ",1,13794027,32,01,20221230,0
